"","Estado","fuente","observaciones","ano","genero"
"7974","Colima","SEDENA",9,2008,"femenino"
"7975","Chiapas","SEDENA",8,2008,"femenino"
"7976","Chihuahua","SEDENA",30,2008,"femenino"
"7977","Distrito Federal","SEDENA",614,2008,"femenino"
"7978","Durango","SEDENA",14,2008,"femenino"
"7979","Guanajuato","SEDENA",101,2008,"femenino"
"7980","Guerrero","SEDENA",11,2008,"femenino"
"7981","Hidalgo","SEDENA",0,2008,"femenino"
"7982","Jalisco","SEDENA",104,2008,"femenino"
"7983","Mexico","SEDENA",215,2008,"femenino"
"7984","Michoacan","SEDENA",0,2008,"femenino"
"7985","Morelos","SEDENA",61,2008,"femenino"
"7986","Nayarit","SEDENA",0,2008,"femenino"
"7987","Nuevo Leon","SEDENA",76,2008,"femenino"
"7988","Oaxaca","SEDENA",182,2008,"femenino"
"7989","Puebla","SEDENA",4,2008,"femenino"
"7990","Queretaro","SEDENA",14,2008,"femenino"
"7991","Quintana Roo","SEDENA",7,2008,"femenino"
"7992","San Luis Potosi","SEDENA",27,2008,"femenino"
"7993","Sinaloa","SEDENA",56,2008,"femenino"
"7994","Sonora","SEDENA",35,2008,"femenino"
"7995","Tabasco","SEDENA",5,2008,"femenino"
"7996","Tamaulipas","SEDENA",10,2008,"femenino"
"7997","Tlaxcala","SEDENA",17,2008,"femenino"
"7998","Veracruz","SEDENA",123,2008,"femenino"
"7999","Yucatan","SEDENA",0,2008,"femenino"
"8000","Zacatecas","SEDENA",0,2008,"femenino"
"8001","Aguascalientes","SEMAR",NA,2008,"femenino"
"8002","Baja California","SEMAR",4,2008,"femenino"
"8003","Baja California Sur","SEMAR",73,2008,"femenino"
"8004","Campeche","SEMAR",14,2008,"femenino"
"8005","Coahuila","SEMAR",NA,2008,"femenino"
"8006","Colima","SEMAR",29,2008,"femenino"
"8007","Chiapas","SEMAR",6,2008,"femenino"
"8008","Chihuahua","SEMAR",NA,2008,"femenino"
"8009","Distrito Federal","SEMAR",121,2008,"femenino"
"8010","Durango","SEMAR",NA,2008,"femenino"
"8011","Guanajuato","SEMAR",NA,2008,"femenino"
"8012","Guerrero","SEMAR",3,2008,"femenino"
"8013","Hidalgo","SEMAR",NA,2008,"femenino"
"8014","Jalisco","SEMAR",4,2008,"femenino"
"8015","Mexico","SEMAR",NA,2008,"femenino"
"8016","Michoacan","SEMAR",4,2008,"femenino"
"8017","Morelos","SEMAR",NA,2008,"femenino"
"8018","Nayarit","SEMAR",0,2008,"femenino"
"8019","Nuevo Leon","SEMAR",NA,2008,"femenino"
"8020","Oaxaca","SEMAR",55,2008,"femenino"
"8021","Puebla","SEMAR",NA,2008,"femenino"
"8022","Queretaro","SEMAR",NA,2008,"femenino"
"8023","Quintana Roo","SEMAR",3,2008,"femenino"
"8024","San Luis Potosi","SEMAR",NA,2008,"femenino"
"8025","Sinaloa","SEMAR",25,2008,"femenino"
"8026","Sonora","SEMAR",5,2008,"femenino"
"8027","Tabasco","SEMAR",14,2008,"femenino"
